DateTimeLog	IP	TrackerID	Type	DateTimePosition	Valid	NbSat	Latitude	Longitude	Accuracy	Speed	Heading
2018/12/16 18:09:35	37.169.120.251	359339075016807	LBS-GSM	2018/12/16 18:09:35	1	NA	48.7954753	2.3594	519	NA	NA
2018/12/16 18:10:01	37.169.120.251	359339075016807	GPS	2018/12/16 18:10:01	0	0	0	-0	0	0	0
2018/12/16 18:13:00	37.169.120.251	359339075016807	GPS	2018/12/16 18:13:00	0	0	0	-0	0	0	0
2018/12/16 18:14:35	37.169.120.251	359339075016807	LBS-GSM	2018/12/16 18:14:35	1	NA	48.7954753	2.3594	519	NA	NA
2018/12/16 18:16:01	37.169.120.251	359339075016807	GPS	2018/12/16 18:16:01	0	0	0	-0	0	0	0
2018/12/16 18:19:00	37.169.120.251	359339075016807	GPS	2018/12/16 18:19:00	0	0	0	-0	0	0	0
2018/12/16 18:19:36	37.169.120.251	359339075016807	LBS-GSM	2018/12/16 18:19:36	1	NA	48.7954753	2.3594	519	NA	NA
2018/12/16 18:22:00	37.169.120.251	359339075016807	GPS	2018/12/16 18:22:00	0	0	0	-0	0	0	0
2018/12/16 18:24:38	37.169.120.251	359339075016807	LBS-GSM	2018/12/16 18:24:38	1	NA	48.7954753	2.3594	519	NA	NA
2018/12/16 18:25:10	37.169.120.251	359339075016807	GPS	2018/12/16 18:25:10	0	0	0	-0	0	0	0
2018/12/16 18:28:02	37.169.120.251	359339075016807	GPS	2018/12/16 18:28:02	0	0	0	-0	0	0	0
2018/12/16 18:29:37	37.169.120.251	359339075016807	LBS-GSM	2018/12/16 18:29:37	1	NA	48.7954753	2.3594	519	NA	NA
2018/12/16 18:31:03	37.169.120.251	359339075016807	GPS	2018/12/16 18:31:03	0	0	0	-0	0	0	0
2018/12/16 18:34:01	37.169.120.251	359339075016807	GPS	2018/12/16 18:34:01	0	0	0	-0	0	0	0
2018/12/16 18:34:38	37.169.120.251	359339075016807	LBS-GSM	2018/12/16 18:34:38	1	NA	48.7954753	2.3594	519	NA	NA
2018/12/16 18:37:01	37.169.120.251	359339075016807	GPS	2018/12/16 18:37:01	0	0	0	-0	0	0	0
2018/12/16 18:39:38	37.169.120.251	359339075016807	LBS-GSM	2018/12/16 18:39:38	1	NA	48.7954753	2.3594	519	NA	NA
2018/12/16 18:40:01	37.169.120.251	359339075016807	GPS	2018/12/16 18:40:01	0	0	0	-0	0	0	0
2018/12/16 18:43:01	37.169.120.251	359339075016807	GPS	2018/12/16 18:43:01	0	0	0	-0	0	0	0
2018/12/16 18:44:40	37.169.120.251	359339075016807	LBS-GSM	2018/12/16 18:44:40	1	NA	48.7954753	2.3594	519	NA	NA
2018/12/16 18:46:01	37.169.120.251	359339075016807	GPS	2018/12/16 18:46:01	0	0	0	-0	0	0	0
2018/12/16 18:50:15	37.169.120.251	359339075016807	LBS-GSM	2018/12/16 18:50:15	1	NA	48.7954753	2.3594	519	NA	NA
2018/12/16 18:50:17	37.169.120.251	359339075016807	GPS	2018/12/16 18:50:17	0	0	0	-0	0	0	0
2018/12/16 18:52:01	37.169.120.251	359339075016807	GPS	2018/12/16 18:52:01	0	0	0	-0	0	0	0
2018/12/16 18:54:40	37.169.120.251	359339075016807	LBS-GSM	2018/12/16 18:54:40	1	NA	48.793934	2.3603286	568	NA	NA
2018/12/16 18:55:01	37.169.120.251	359339075016807	GPS	2018/12/16 18:55:01	0	0	0	-0	0	0	0
2018/12/16 18:58:01	37.169.120.251	359339075016807	GPS	2018/12/16 18:58:01	0	0	0	-0	0	0	0
2018/12/16 18:59:41	37.169.120.251	359339075016807	LBS-GSM	2018/12/16 18:59:41	1	NA	48.793934	2.3603286	568	NA	NA
2018/12/16 19:01:01	37.169.120.251	359339075016807	GPS	2018/12/16 19:01:01	0	0	0	-0	0	0	0
2018/12/16 19:04:02	37.169.120.251	359339075016807	GPS	2018/12/16 19:04:02	0	0	0	-0	0	0	0
2018/12/16 19:04:41	37.169.120.251	359339075016807	LBS-GSM	2018/12/16 19:04:41	1	NA	48.793934	2.3603286	568	NA	NA
2018/12/16 19:07:01	37.169.120.251	359339075016807	GPS	2018/12/16 19:07:01	0	0	0	-0	0	0	0
2018/12/16 19:09:42	37.169.120.251	359339075016807	LBS-GSM	2018/12/16 19:09:42	1	NA	48.793934	2.3603286	568	NA	NA
2018/12/16 19:10:02	37.169.120.251	359339075016807	GPS	2018/12/16 19:10:02	0	0	0	-0	0	0	0
2018/12/16 19:13:02	37.169.120.251	359339075016807	GPS	2018/12/16 19:13:02	0	0	0	-0	0	0	0
2018/12/16 19:14:42	37.169.120.251	359339075016807	LBS-GSM	2018/12/16 19:14:42	1	NA	48.793934	2.3603286	568	NA	NA
2018/12/16 19:16:02	37.169.120.251	359339075016807	GPS	2018/12/16 19:16:02	0	0	0	-0	0	0	0
2018/12/16 19:19:07	37.169.120.251	359339075016807	GPS	2018/12/16 19:19:07	0	0	0	-0	0	0	0
2018/12/16 19:19:43	37.169.120.251	359339075016807	LBS-GSM	2018/12/16 19:19:43	1	NA	48.793934	2.3603286	568	NA	NA
2018/12/16 19:22:02	37.169.120.251	359339075016807	GPS	2018/12/16 19:22:02	0	0	0	-0	0	0	0
2018/12/16 19:24:43	37.169.120.251	359339075016807	LBS-GSM	2018/12/16 19:24:43	1	NA	48.7954753	2.3594	519	NA	NA
2018/12/16 19:26:22	37.169.120.251	359339075016807	GPS	2018/12/16 19:26:22	0	0	0	-0	0	0	0
2018/12/16 19:28:02	37.169.120.251	359339075016807	GPS	2018/12/16 19:28:02	0	0	0	-0	0	0	0
2018/12/16 19:29:44	37.169.120.251	359339075016807	LBS-GSM	2018/12/16 19:29:44	1	NA	48.793934	2.3603286	568	NA	NA
2018/12/16 19:31:02	37.169.120.251	359339075016807	GPS	2018/12/16 19:31:02	0	0	0	-0	0	0	0
2018/12/16 19:34:08	37.169.120.251	359339075016807	GPS	2018/12/16 19:34:08	0	0	0	-0	0	0	0
2018/12/16 19:34:44	37.169.120.251	359339075016807	LBS-GSM	2018/12/16 19:34:44	1	NA	48.793934	2.3603286	568	NA	NA
2018/12/16 19:37:48	37.169.120.251	359339075016807	GPS	2018/12/16 19:37:48	0	0	0	-0	0	0	0
2018/12/16 19:39:45	37.169.120.251	359339075016807	LBS-GSM	2018/12/16 19:39:45	1	NA	48.793934	2.3603286	568	NA	NA
2018/12/16 19:40:03	37.169.120.251	359339075016807	GPS	2018/12/16 19:40:03	0	0	0	-0	0	0	0
2018/12/16 19:43:07	37.169.120.251	359339075016807	GPS	2018/12/16 19:43:07	0	0	0	-0	0	0	0
2018/12/16 19:44:45	37.169.120.251	359339075016807	LBS-GSM	2018/12/16 19:44:45	1	NA	48.793934	2.3603286	568	NA	NA
2018/12/16 19:46:02	37.169.120.251	359339075016807	GPS	2018/12/16 19:46:02	0	0	0	-0	0	0	0
2018/12/16 19:49:05	37.169.120.251	359339075016807	GPS	2018/12/16 19:49:05	0	0	0	-0	0	0	0
2018/12/16 19:49:46	37.169.120.251	359339075016807	LBS-GSM	2018/12/16 19:49:46	1	NA	48.793934	2.3603286	568	NA	NA
2018/12/16 19:52:03	37.169.120.251	359339075016807	GPS	2018/12/16 19:52:03	0	0	0	-0	0	0	0
2018/12/16 19:54:46	37.169.120.251	359339075016807	LBS-GSM	2018/12/16 19:54:46	1	NA	48.793934	2.3603286	568	NA	NA
2018/12/16 19:55:03	37.169.120.251	359339075016807	GPS	2018/12/16 19:55:03	0	0	0	-0	0	0	0
2018/12/16 19:58:03	37.169.120.251	359339075016807	GPS	2018/12/16 19:58:03	0	0	0	-0	0	0	0
2018/12/16 19:59:47	37.169.120.251	359339075016807	LBS-GSM	2018/12/16 19:59:47	1	NA	48.793934	2.3603286	568	NA	NA
2018/12/16 20:05:05	37.169.120.251	359339075016807	GPS	2018/12/16 20:05:05	1	4	48.79490166666667	2.3591083333333334	0	0	0
2018/12/16 20:06:25	37.171.177.27	359339075016807	GPS	2018/12/16 20:06:25	0	0	0	-0	0	0	0
2018/12/16 20:06:54	37.171.177.27	359339075016807	LBS-GSM	2018/12/16 20:06:54	1	NA	48.793934	2.3603286	568	NA	NA
2018/12/16 20:09:25	37.171.177.27	359339075016807	GPS	2018/12/16 20:09:25	0	0	0	-0	0	0	0
2018/12/16 20:11:50	37.171.177.27	359339075016807	GPS	2018/12/16 20:11:50	1	3	48.79495333333333	2.35902	0	0	0
2018/12/16 20:12:25	37.171.177.27	359339075016807	GPS	2018/12/16 20:12:25	1	3	48.79495333333333	2.35902	0	0	0
2018/12/16 20:15:26	37.171.177.27	359339075016807	GPS	2018/12/16 20:15:26	1	3	48.79495333333333	2.35902	0	0	0
2019/01/05 10:07:12	37.171.24.159	359339075717020	GPS	2019/01/05 10:07:12	0	4	0	-0	0	0	0
2019/01/05 10:07:36	37.171.24.159	359339075717020	LBS-GSM-WIFI	2019/01/05 10:07:36	1	NA	48.8339468	2.354996	21	NA	NA
2019/01/05 10:07:48	37.171.24.159	359339075717020	GPS	2019/01/05 10:07:48	0	4	0	-0	0	0	0
2019/01/05 10:08:40	37.171.24.159	359339075717020	GPS	2019/01/05 10:08:40	0	4	0	-0	0	0	0
2019/01/05 10:09:32	37.171.24.159	359339075717020	GPS	2019/01/05 10:09:32	0	4	0	-0	0	0	0
2019/01/05 10:10:23	37.171.24.159	359339075717020	GPS	2019/01/05 10:10:23	0	4	0	-0	0	0	0
2019/01/05 10:10:46	37.171.24.159	359339075717020	LBS-GSM-WIFI	2019/01/05 10:10:46	1	NA	48.833895299999995	2.3550456	20	NA	NA
2019/01/05 10:11:36	37.171.24.159	359339075717020	GPS	2019/01/05 10:11:36	0	4	0	-0	0	0	0
2019/01/05 10:12:28	37.171.24.159	359339075717020	GPS	2019/01/05 10:12:28	0	4	0	-0	0	0	0
2019/01/05 10:13:20	37.171.24.159	359339075717020	GPS	2019/01/05 10:13:20	0	4	0	-0	0	0	0
2019/01/05 10:14:12	37.171.24.159	359339075717020	GPS	2019/01/05 10:14:12	0	4	0	-0	0	0	0
2019/01/05 10:15:03	37.171.24.159	359339075717020	GPS	2019/01/05 10:15:03	0	4	0	-0	0	0	0
2019/01/05 10:15:55	37.171.24.159	359339075717020	GPS	2019/01/05 10:15:55	0	4	0	-0	0	0	0
2019/01/05 10:16:47	37.171.24.159	359339075717020	GPS	2019/01/05 10:16:47	0	4	0	-0	0	0	0
2019/01/05 10:17:39	37.171.24.159	359339075717020	GPS	2019/01/05 10:17:39	0	4	0	-0	0	0	0
2019/01/05 10:18:31	37.171.24.159	359339075717020	GPS	2019/01/05 10:18:31	0	4	0	-0	0	0	0
2019/01/05 10:19:24	37.171.24.159	359339075717020	GPS	2019/01/05 10:19:24	0	4	0	-0	0	0	0
2019/01/05 10:20:16	37.171.24.159	359339075717020	GPS	2019/01/05 10:20:16	0	4	0	-0	0	0	0
2019/01/05 10:20:45	37.171.24.159	359339075717020	LBS-GSM	2019/01/05 10:20:45	1	NA	48.8327484	2.3577083	941	NA	NA
2019/01/05 10:21:37	37.171.24.159	359339075717020	GPS	2019/01/05 10:21:37	0	4	0	-0	0	0	0
2019/01/05 10:22:29	37.171.24.159	359339075717020	GPS	2019/01/05 10:22:29	0	4	0	-0	0	0	0
2019/01/05 10:23:21	37.171.24.159	359339075717020	GPS	2019/01/05 10:23:21	0	4	0	-0	0	0	0
2019/01/05 10:24:13	37.171.24.159	359339075717020	GPS	2019/01/05 10:24:13	0	4	0	-0	0	0	0
2019/01/05 10:25:05	37.171.24.159	359339075717020	GPS	2019/01/05 10:25:05	0	4	0	-0	0	0	0
2019/01/05 10:25:57	37.171.24.159	359339075717020	GPS	2019/01/05 10:25:57	0	4	0	-0	0	0	0
2019/01/05 10:26:49	37.171.24.159	359339075717020	GPS	2019/01/05 10:26:49	0	4	0	-0	0	0	0
2019/01/05 10:27:41	37.171.24.159	359339075717020	GPS	2019/01/05 10:27:41	0	4	0	-0	0	0	0
2019/01/05 10:28:32	37.171.24.159	359339075717020	GPS	2019/01/05 10:28:32	0	4	0	-0	0	0	0
2019/01/05 10:30:45	37.170.26.193	359339075717020	LBS-GSM-WIFI	2019/01/05 10:30:45	1	NA	48.8255602	2.3587108999999997	20	NA	NA
2019/01/05 10:30:52	37.170.26.193	359339075717020	LBS-GSM	2019/01/05 10:30:52	1	NA	48.8327484	2.3577083	941	NA	NA
2019/01/05 10:31:07	37.170.26.193	359339075717020	LBS-GSM	2019/01/05 10:31:07	1	NA	48.8327484	2.3577083	941	NA	NA
2019/01/05 10:32:00	37.170.26.193	359339075717020	GPS	2019/01/05 10:32:00	0	4	0	-0	0	0	0
2019/01/05 10:32:06	37.170.26.193	359339075717020	LBS-GSM	2019/01/05 10:32:06	1	NA	48.8327484	2.3577083	941	NA	NA
2019/01/05 10:32:57	37.170.26.193	359339075717020	GPS	2019/01/05 10:32:57	0	4	0	-0	0	0	0
2019/01/05 10:33:05	37.170.26.193	359339075717020	LBS-GSM	2019/01/05 10:33:05	1	NA	48.8327484	2.3577083	941	NA	NA
2019/01/05 10:33:52	37.170.26.193	359339075717020	LBS-GSM	2019/01/05 10:33:52	1	NA	48.8327484	2.3577083	941	NA	NA
2019/01/05 10:34:33	37.170.26.193	359339075717020	LBS-GSM	2019/01/05 10:34:33	1	NA	48.8327484	2.3577083	941	NA	NA
2019/01/05 10:35:14	37.170.26.193	359339075717020	LBS-GSM	2019/01/05 10:35:14	1	NA	48.8327484	2.3577083	941	NA	NA
2019/01/05 10:35:56	37.170.26.193	359339075717020	LBS-GSM	2019/01/05 10:35:56	1	NA	48.8327484	2.3577083	941	NA	NA
2019/01/05 10:36:35	37.170.26.193	359339075717020	LBS-GSM-WIFI	2019/01/05 10:36:35	1	NA	48.82558720000001	2.3587442999999997	20	NA	NA
2019/01/05 10:36:43	37.170.26.193	359339075717020	LBS-GSM	2019/01/05 10:36:43	1	NA	48.8327484	2.3577083	941	NA	NA
2019/01/05 10:37:35	37.170.26.193	359339075717020	GPS	2019/01/05 10:37:35	0	4	0	-0	0	0	0
2019/01/05 10:37:44	37.170.26.193	359339075717020	LBS-GSM	2019/01/05 10:37:44	1	NA	48.8327484	2.3577083	941	NA	NA
2019/01/05 10:38:36	37.170.26.193	359339075717020	GPS	2019/01/05 10:38:36	0	4	0	-0	0	0	0
2019/01/05 10:38:44	37.170.26.193	359339075717020	LBS-GSM	2019/01/05 10:38:44	1	NA	48.8327484	2.3577083	941	NA	NA
2019/01/05 10:39:27	37.170.26.193	359339075717020	GPS	2019/01/05 10:39:27	0	4	0	-0	0	0	0
2019/01/05 10:39:35	37.170.26.193	359339075717020	LBS-GSM	2019/01/05 10:39:35	1	NA	48.8327484	2.3577083	941	NA	NA
2019/01/05 10:40:27	37.170.26.193	359339075717020	GPS	2019/01/05 10:40:27	0	4	0	-0	0	0	0
2019/01/05 10:40:35	37.170.26.193	359339075717020	LBS-GSM	2019/01/05 10:40:35	1	NA	48.8327484	2.3577083	941	NA	NA
2019/01/05 10:40:36	37.170.26.193	359339075717020	LBS-GSM-WIFI	2019/01/05 10:40:36	1	NA	48.825588200000006	2.3587515	20	NA	NA
2019/01/05 10:40:44	37.170.26.193	359339075717020	LBS-GSM	2019/01/05 10:40:44	1	NA	48.8327484	2.3577083	941	NA	NA
2019/01/05 10:41:02	37.170.26.193	359339075717020	GPS	2019/01/05 10:41:02	0	4	0	-0	0	0	0
2019/01/05 10:41:10	37.170.26.193	359339075717020	LBS-GSM	2019/01/05 10:41:10	1	NA	48.8327484	2.3577083	941	NA	NA
2019/01/05 10:41:36	37.170.26.193	359339075717020	LBS-GSM-WIFI	2019/01/05 10:41:36	1	NA	48.8256266	2.358754	20	NA	NA
2019/01/05 10:41:44	37.170.26.193	359339075717020	LBS-GSM	2019/01/05 10:41:44	1	NA	48.8327484	2.3577083	941	NA	NA
2019/01/05 10:42:35	37.170.26.193	359339075717020	GPS	2019/01/05 10:42:35	0	4	0	-0	0	0	0
2019/01/05 10:42:43	37.170.26.193	359339075717020	LBS-GSM	2019/01/05 10:42:43	1	NA	48.8327484	2.3577083	941	NA	NA
2019/01/05 10:43:35	37.170.26.193	359339075717020	GPS	2019/01/05 10:43:35	0	4	0	-0	0	0	0
2019/01/05 10:43:43	37.170.26.193	359339075717020	LBS-GSM	2019/01/05 10:43:43	1	NA	48.8327484	2.3577083	941	NA	NA
2019/01/05 10:44:35	37.170.26.193	359339075717020	GPS	2019/01/05 10:44:35	0	4	0	-0	0	0	0
2019/01/05 10:44:43	37.170.26.193	359339075717020	LBS-GSM	2019/01/05 10:44:43	1	NA	48.8327484	2.3577083	941	NA	NA
2019/01/05 10:45:36	37.170.26.193	359339075717020	GPS	2019/01/05 10:45:36	0	4	0	-0	0	0	0
2019/01/05 10:45:44	37.170.26.193	359339075717020	LBS-GSM	2019/01/05 10:45:44	1	NA	48.8327484	2.3577083	941	NA	NA
2019/01/05 10:46:36	37.170.26.193	359339075717020	GPS	2019/01/05 10:46:36	0	4	0	-0	0	0	0
2019/01/05 10:46:44	37.170.26.193	359339075717020	LBS-GSM	2019/01/05 10:46:44	1	NA	48.8327484	2.3577083	941	NA	NA
2019/01/05 10:47:35	37.170.26.193	359339075717020	GPS	2019/01/05 10:47:35	0	4	0	-0	0	0	0
2019/01/05 10:47:42	37.170.26.193	359339075717020	LBS-GSM	2019/01/05 10:47:42	1	NA	48.8327484	2.3577083	941	NA	NA
2019/01/05 10:48:35	37.170.26.193	359339075717020	GPS	2019/01/05 10:48:35	0	4	0	-0	0	0	0
2019/01/05 10:48:43	37.170.26.193	359339075717020	LBS-GSM	2019/01/05 10:48:43	1	NA	48.8327484	2.3577083	941	NA	NA
2019/01/05 10:49:34	37.170.26.193	359339075717020	GPS	2019/01/05 10:49:34	0	4	0	-0	0	0	0
2019/01/05 10:49:42	37.170.26.193	359339075717020	LBS-GSM	2019/01/05 10:49:42	1	NA	48.8327484	2.3577083	941	NA	NA
2019/01/05 10:50:34	37.170.26.193	359339075717020	GPS	2019/01/05 10:50:34	0	4	0	-0	0	0	0
2019/01/05 10:50:42	37.170.26.193	359339075717020	LBS-GSM	2019/01/05 10:50:42	1	NA	48.8327484	2.3577083	941	NA	NA
2019/01/05 10:51:34	37.170.26.193	359339075717020	GPS	2019/01/05 10:51:34	0	4	0	-0	0	0	0
2019/01/05 10:51:42	37.170.26.193	359339075717020	LBS-GSM	2019/01/05 10:51:42	1	NA	48.8327484	2.3577083	941	NA	NA
2019/01/05 10:52:34	37.170.26.193	359339075717020	GPS	2019/01/05 10:52:34	0	4	0	-0	0	0	0
2019/01/05 10:52:43	37.170.26.193	359339075717020	LBS-GSM	2019/01/05 10:52:43	1	NA	48.8327484	2.3577083	941	NA	NA
2019/01/05 10:53:35	37.170.26.193	359339075717020	GPS	2019/01/05 10:53:35	0	4	0	-0	0	0	0
2019/01/05 10:53:43	37.170.26.193	359339075717020	LBS-GSM	2019/01/05 10:53:43	1	NA	48.8327484	2.3577083	941	NA	NA
2019/01/05 10:54:35	37.170.26.193	359339075717020	GPS	2019/01/05 10:54:35	0	4	0	-0	0	0	0
2019/01/05 10:54:43	37.170.26.193	359339075717020	LBS-GSM	2019/01/05 10:54:43	1	NA	48.8327484	2.3577083	941	NA	NA
2019/01/05 10:55:35	37.170.26.193	359339075717020	GPS	2019/01/05 10:55:35	0	4	0	-0	0	0	0
2019/01/05 10:55:43	37.170.26.193	359339075717020	LBS-GSM	2019/01/05 10:55:43	1	NA	48.8327484	2.3577083	941	NA	NA
2019/01/05 10:56:09	37.170.26.193	359339075717020	LBS-GSM	2019/01/05 10:56:09	1	NA	48.8327484	2.3577083	941	NA	NA
2019/01/05 10:56:25	37.170.26.193	359339075717020	GPS	2019/01/05 10:56:25	0	4	0	-0	0	0	0
2019/01/05 10:56:32	37.170.26.193	359339075717020	LBS-GSM	2019/01/05 10:56:32	1	NA	48.8327484	2.3577083	941	NA	NA
2019/01/05 10:56:55	37.170.26.193	359339075717020	LBS-GSM-WIFI	2019/01/05 10:56:55	1	NA	48.8255804	2.3587331	20	NA	NA
2019/01/05 10:57:02	37.170.26.193	359339075717020	LBS-GSM	2019/01/05 10:57:02	1	NA	48.8327484	2.3577083	941	NA	NA
2019/01/05 10:57:53	37.170.26.193	359339075717020	GPS	2019/01/05 10:57:53	0	4	0	-0	0	0	0
2019/01/05 10:58:00	37.170.26.193	359339075717020	LBS-GSM	2019/01/05 10:58:00	1	NA	48.8327484	2.3577083	941	NA	NA
2019/01/05 10:58:52	37.170.26.193	359339075717020	GPS	2019/01/05 10:58:52	0	4	0	-0	0	0	0
2019/01/05 10:58:59	37.170.26.193	359339075717020	LBS-GSM	2019/01/05 10:58:59	1	NA	48.8327484	2.3577083	941	NA	NA
2019/01/05 10:59:36	37.170.26.193	359339075717020	LBS-GSM-WIFI	2019/01/05 10:59:36	1	NA	48.8256071	2.3587214999999997	20	NA	NA
2019/01/05 10:59:44	37.170.26.193	359339075717020	LBS-GSM	2019/01/05 10:59:44	1	NA	48.8327484	2.3577083	941	NA	NA
2019/01/05 11:00:36	37.170.26.193	359339075717020	GPS	2019/01/05 11:00:36	0	4	0	-0	0	0	0
2019/01/05 11:00:44	37.170.26.193	359339075717020	LBS-GSM	2019/01/05 11:00:44	1	NA	48.8327484	2.3577083	941	NA	NA
2019/01/05 11:01:35	37.170.26.193	359339075717020	GPS	2019/01/05 11:01:35	0	4	0	-0	0	0	0
2019/01/05 11:01:43	37.170.26.193	359339075717020	LBS-GSM	2019/01/05 11:01:43	1	NA	48.8327484	2.3577083	941	NA	NA
2019/01/05 11:02:34	37.170.26.193	359339075717020	GPS	2019/01/05 11:02:34	0	4	0	-0	0	0	0
2019/01/05 11:02:42	37.170.26.193	359339075717020	LBS-GSM	2019/01/05 11:02:42	1	NA	48.8327484	2.3577083	941	NA	NA
2019/01/05 11:03:33	37.170.26.193	359339075717020	GPS	2019/01/05 11:03:33	0	4	0	-0	0	0	0
2019/01/05 11:03:35	37.170.26.193	359339075717020	LBS-GSM-WIFI	2019/01/05 11:03:35	1	NA	48.8256021	2.3587216	20	NA	NA
2019/01/05 11:03:42	37.170.26.193	359339075717020	LBS-GSM	2019/01/05 11:03:42	1	NA	48.8327484	2.3577083	941	NA	NA
2019/01/05 11:04:34	37.170.26.193	359339075717020	GPS	2019/01/05 11:04:34	0	4	0	-0	0	0	0
2019/01/05 11:04:42	37.170.26.193	359339075717020	LBS-GSM	2019/01/05 11:04:42	1	NA	48.8327484	2.3577083	941	NA	NA
2019/01/05 11:05:34	37.170.26.193	359339075717020	GPS	2019/01/05 11:05:34	0	4	0	-0	0	0	0
2019/01/05 11:05:42	37.170.26.193	359339075717020	LBS-GSM	2019/01/05 11:05:42	1	NA	48.8327484	2.3577083	941	NA	NA
2019/01/05 11:06:34	37.170.26.193	359339075717020	GPS	2019/01/05 11:06:34	0	4	0	-0	0	0	0
2019/01/05 11:06:42	37.170.26.193	359339075717020	LBS-GSM	2019/01/05 11:06:42	1	NA	48.8327484	2.3577083	941	NA	NA
2019/01/05 11:07:34	37.170.26.193	359339075717020	GPS	2019/01/05 11:07:34	0	4	0	-0	0	0	0
2019/01/05 11:07:42	37.170.26.193	359339075717020	LBS-GSM	2019/01/05 11:07:42	1	NA	48.8327484	2.3577083	941	NA	NA
2019/01/05 11:08:34	37.170.26.193	359339075717020	GPS	2019/01/05 11:08:34	0	4	0	-0	0	0	0
2019/01/05 11:08:43	37.170.26.193	359339075717020	LBS-GSM	2019/01/05 11:08:43	1	NA	48.8327484	2.3577083	941	NA	NA
2019/01/05 11:09:35	37.170.26.193	359339075717020	GPS	2019/01/05 11:09:35	0	4	0	-0	0	0	0
2019/01/05 11:09:43	37.170.26.193	359339075717020	LBS-GSM	2019/01/05 11:09:43	1	NA	48.8327484	2.3577083	941	NA	NA
2019/01/05 11:10:35	37.170.26.193	359339075717020	GPS	2019/01/05 11:10:35	0	4	0	-0	0	0	0
2019/01/05 11:10:43	37.170.26.193	359339075717020	LBS-GSM	2019/01/05 11:10:43	1	NA	48.8327484	2.3577083	941	NA	NA
2019/01/05 11:11:36	37.170.26.193	359339075717020	GPS	2019/01/05 11:11:36	0	4	0	-0	0	0	0
2019/01/05 11:11:44	37.170.26.193	359339075717020	LBS-GSM	2019/01/05 11:11:44	1	NA	48.8327484	2.3577083	941	NA	NA
